video_id,pair_id,model,prompt_id,seed,category,difficulty,motion_group,target_color,predicted_color,initial_color_proxy_correct,initial_margin,later_predicted_color,later_color_proxy_correct,generation_seconds,peak_allocated_gib,peak_reserved_gib,video_sha256
longlive_P007_S03,P007_S03,longlive,P007,3,human_accessory,easy,human_accessory_1,black,green,0,-0.019324302673339844,green,0,29.75735068321228,18.58592939376831,19.919921875,f67827c7c2892abc578968d1c11ad362ffd5e068d5fe33474e959f0661a27100
longlive_P008_S00,P008_S00,longlive,P008,0,human_accessory,medium,human_accessory_0,yellow,yellow,1,0.024444222450256348,yellow,1,29.879960536956787,18.58592939376831,19.919921875,270f385da6465739e4b333502d377cf25b88c4d2ae759f0998303065f3d54c19
longlive_P008_S01,P008_S01,longlive,P008,1,human_accessory,medium,human_accessory_0,yellow,yellow,1,0.017676442861557007,yellow,1,29.87646460533142,18.58592939376831,19.919921875,d0b0edff97fe200ee2781d9adc518621c065569044653e87551202548d79e0ff
longlive_P008_S02,P008_S02,longlive,P008,2,human_accessory,medium,human_accessory_0,yellow,yellow,1,0.021122843027114868,yellow,1,29.856515407562256,18.58592939376831,19.919921875,0bca23780834fbcecb3e550256a37c14e9af79074e4e0a0418bb903c31f693df
longlive_P008_S03,P008_S03,longlive,P008,3,human_accessory,medium,human_accessory_0,yellow,yellow,1,0.02010306715965271,yellow,1,29.869444847106934,18.58592939376831,19.919921875,37a7c0776fd4ceed61a81e02f604cb1c868fcbf6cecf87f44cbc053e1b15ab42
longlive_P009_S00,P009_S00,longlive,P009,0,human_accessory,medium,human_accessory_1,black,blue,0,-0.011047542095184326,blue,0,29.712891817092896,18.58592939376831,19.919921875,664a65d453dcfffdf50f2c3a6bc1acc78cb45ec78a28c3d0dcfa863b77e5d21f
longlive_P009_S01,P009_S01,longlive,P009,1,human_accessory,medium,human_accessory_1,black,brown,0,-0.022911101579666138,brown,0,29.82955265045166,18.58592939376831,19.919921875,4312b426872c72f02ee68dbc7e61b997be720c72171b88a439d56f43fcf65f41
longlive_P009_S02,P009_S02,longlive,P009,2,human_accessory,medium,human_accessory_1,black,white,0,-0.03235173225402832,white,0,29.834550380706787,18.58592939376831,19.919921875,1740754e087e6732e10691838f8bb9d0325e3f575d41039854f3a56d710e435a
longlive_P009_S03,P009_S03,longlive,P009,3,human_accessory,medium,human_accessory_1,black,black,1,0.0005559921264648438,black,1,29.863093614578247,18.58592939376831,19.919921875,8aa0d58ea495327b5dedec8d9e067ea4b827a5246172f871e8f2dd262bfa51e2
longlive_P010_S00,P010_S00,longlive,P010,0,human_accessory,stress,human_accessory_0,yellow,yellow,1,0.0195082426071167,yellow,1,29.656178951263428,18.58592939376831,19.919921875,ec34e9a099a6019b88b3e4fbceb416cd63f88926cb0233a45648cec04f056375
longlive_P010_S01,P010_S01,longlive,P010,1,human_accessory,stress,human_accessory_0,yellow,yellow,1,0.008467704057693481,yellow,1,29.802693367004395,18.58592939376831,19.919921875,7450f9ae3c6c71ad3d9c1d5eed88aa2c293fef56afe0511a2e114ed7de09c7f2
longlive_P010_S02,P010_S02,longlive,P010,2,human_accessory,stress,human_accessory_0,yellow,yellow,1,0.015700101852416992,yellow,1,29.825788736343384,18.58592939376831,19.919921875,db2f31113fb9c673916916a6020ec59f3fcb9b901add4e5b23b428419e17b4ee
longlive_P010_S03,P010_S03,longlive,P010,3,human_accessory,stress,human_accessory_0,yellow,yellow,1,0.0061836838722229,yellow,1,29.81532049179077,18.58592939376831,19.919921875,da43eb9092f759828247a2df01fc70aee3335a357318ab5212542d7f41ee5262
longlive_P011_S00,P011_S00,longlive,P011,0,animal_accessory,easy,animal_accessory_0,green,black,0,-0.014114350080490112,brown,0,29.860984802246094,18.58592939376831,19.919921875,3dd91d6c5ce29fa5ae099470b5b4d1d98e8c24e453de8c59ee95c51a3a7b22dc
longlive_P011_S01,P011_S01,longlive,P011,1,animal_accessory,easy,animal_accessory_0,green,white,0,-0.01775336265563965,brown,0,29.98180603981018,18.58592939376831,19.919921875,a5eaca276b6bc87857822427a7483fa1ca5812b46c492e44282b35c04fe8bf96
longlive_P011_S02,P011_S02,longlive,P011,2,animal_accessory,easy,animal_accessory_0,green,brown,0,-0.016956418752670288,white,0,29.995712757110596,18.58592939376831,19.919921875,1b975a6e2c5659dec4d410696cc76c7e295e4ac70474f03dd63483c3e7fde936
longlive_P011_S03,P011_S03,longlive,P011,3,animal_accessory,easy,animal_accessory_0,green,white,0,-0.011781096458435059,white,0,29.93509316444397,18.58592939376831,19.919921875,5a34adef438754c852b9de4d2f563696de9be9c9bf99862564ed074aff289373
longlive_P012_S00,P012_S00,longlive,P012,0,animal_accessory,easy,animal_accessory_1,blue,black,0,-0.008184641599655151,black,0,30.01410150527954,18.58592939376831,19.919921875,a2cdf97befdac2026fef664509c810f9df582bf525b1b51a1c0074777d2c27c9
longlive_P012_S01,P012_S01,longlive,P012,1,animal_accessory,easy,animal_accessory_1,blue,black,0,-0.011360138654708862,black,0,30.072991132736206,18.58592939376831,19.919921875,632279b86ce1ddc6a2295d94a0a3b80eeb673d78558cfa9ef25066493ce28ea2
longlive_P012_S02,P012_S02,longlive,P012,2,animal_accessory,easy,animal_accessory_1,blue,white,0,-0.0071433186531066895,black,0,30.01446795463562,18.58592939376831,19.919921875,fb619bd11b1c5202b818d42444a6c9b30eb2a8d7fb73b4820af28dd45bcf0ee7
longlive_P012_S03,P012_S03,longlive,P012,3,animal_accessory,easy,animal_accessory_1,blue,orange,0,-0.018215954303741455,black,0,29.707494974136353,18.58592939376831,19.919921875,24b8b9dde243d5dd9495ccf414c68de0b87cd40000c7460ec106b6d51c5d0a36
longlive_P013_S00,P013_S00,longlive,P013,0,animal_accessory,medium,animal_accessory_0,green,white,0,-0.013338267803192139,white,0,30.100515842437744,18.58592939376831,19.919921875,17bfb0dfceb04ce4b0302e67dc9a97aa7e48e8bfd4d23b357740fce3a7e6301e
longlive_P013_S01,P013_S01,longlive,P013,1,animal_accessory,medium,animal_accessory_0,green,brown,0,-0.01378321647644043,brown,0,30.00717282295227,18.58592939376831,19.919921875,4390a4cd7610cbb94728955006bedeed5db4aada9fddda969f931b79cb90937b
longlive_P013_S02,P013_S02,longlive,P013,2,animal_accessory,medium,animal_accessory_0,green,white,0,-0.017343670129776,brown,0,29.930351734161377,18.58592939376831,19.919921875,ee32abb454dcd67b8ee25ad5ec5157afafdef27a99932fa5f3c6f7d8dd14d570
longlive_P013_S03,P013_S03,longlive,P013,3,animal_accessory,medium,animal_accessory_0,green,white,0,-0.010708779096603394,white,0,29.98678708076477,18.58592939376831,19.919921875,68ad13d05900fc40b481141f098a713a839ad4a9fbb0c0ead4c8c92c28b5407e
longlive_P014_S00,P014_S00,longlive,P014,0,animal_accessory,medium,animal_accessory_1,blue,orange,0,-0.00695386528968811,black,0,30.10497784614563,18.58592939376831,19.919921875,43423aca62d99da52cc037369df14fcb16f1161e056b93c65db31448a6788698
longlive_P014_S01,P014_S01,longlive,P014,1,animal_accessory,medium,animal_accessory_1,blue,orange,0,-0.007863402366638184,black,0,30.047817707061768,18.58592939376831,19.919921875,2c56bd2726fefdd69538c3186f7378b0efde4b85d355510987cb23433f4b003c
longlive_P014_S02,P014_S02,longlive,P014,2,animal_accessory,medium,animal_accessory_1,blue,black,0,-0.006459563970565796,black,0,29.958046197891235,18.58592939376831,19.919921875,140e617c8489ed28c092497eb07baa010db341ee3b041f83f9c25de8eb2f4db7
longlive_P014_S03,P014_S03,longlive,P014,3,animal_accessory,medium,animal_accessory_1,blue,black,0,-0.010671615600585938,black,0,29.983944177627563,18.58592939376831,19.919921875,b4c7f5b4358832df591d267ee6319993719d7eb03c361fda0b5eab62ce541604
longlive_P015_S00,P015_S00,longlive,P015,0,animal_accessory,stress,animal_accessory_0,green,white,0,-0.007966428995132446,white,0,30.09438157081604,18.58592939376831,19.919921875,f96903025ed426947df546e5d2ad8d5e2fcebd9421dca2778174a0d363d11961
longlive_P015_S01,P015_S01,longlive,P015,1,animal_accessory,stress,animal_accessory_0,green,red,0,-0.011938393115997314,white,0,29.979099988937378,18.58592939376831,19.919921875,eb29d088466dd61629480a5c86a24b959507b192674756aa6a760c52a463994e
longlive_P015_S02,P015_S02,longlive,P015,2,animal_accessory,stress,animal_accessory_0,green,orange,0,-0.013425558805465698,orange,0,30.00152063369751,18.58592939376831,19.919921875,d0d5383e867284db5ab09d78e800be90057878b2a8d57ad1d26503113b5fa711
longlive_P015_S03,P015_S03,longlive,P015,3,animal_accessory,stress,animal_accessory_0,green,white,0,-0.015379011631011963,white,0,30.080211400985718,18.58592939376831,19.919921875,ef3babc5a65714dd80994aa20d928c8b70f69241bbc05c247ba8ad103a8d540a
longlive_P016_S00,P016_S00,longlive,P016,0,object_vehicle,easy,object_vehicle_0,blue,blue,1,0.03583864867687225,blue,1,29.882853746414185,18.58592939376831,19.919921875,83d7d348dfa010edc1fcb2a94a60a813d0641cc3ecf400d81367edeae41c4258
longlive_P016_S01,P016_S01,longlive,P016,1,object_vehicle,easy,object_vehicle_0,blue,blue,1,0.028911545872688293,blue,1,29.976165533065796,18.58592939376831,19.919921875,7dab90f73667ac6496d2b061247f932cb29393135450b76024183716cc1d7932
longlive_P016_S02,P016_S02,longlive,P016,2,object_vehicle,easy,object_vehicle_0,blue,blue,1,0.0334705114364624,blue,1,30.05106544494629,18.58592939376831,19.919921875,aee2d08bcc21be479619e9fb81c4de876860a3f2ee00973f407062b96408d89d
longlive_P016_S03,P016_S03,longlive,P016,3,object_vehicle,easy,object_vehicle_0,blue,blue,1,0.03421640396118164,blue,1,29.91897702217102,18.58592939376831,19.919921875,03cfdce92343506925ba1c01276fa1be458d53789116884ccb42ebc6405e6413
longlive_P017_S00,P017_S00,longlive,P017,0,object_vehicle,easy,object_vehicle_1,red,red,1,0.05546697974205017,red,1,29.609997749328613,18.58592939376831,19.919921875,f9c4dbc7621eb4cb0983b239288626be45ec42ddf034864454e9f77d988b8b5f
longlive_P017_S01,P017_S01,longlive,P017,1,object_vehicle,easy,object_vehicle_1,red,red,1,0.03433942794799805,red,1,29.615445375442505,18.58592939376831,19.919921875,b31fd35cd9c943987ff6e1b32dad8efdf555aad418ec6827bbcc07069e910237
longlive_P017_S02,P017_S02,longlive,P017,2,object_vehicle,easy,object_vehicle_1,red,red,1,0.05195885896682739,red,1,29.751224756240845,18.58592939376831,19.919921875,46eedbc4ef4e03fdd1e4ef5178291ef88f9c9cf168d847d4794a683f2644a4ef
longlive_P017_S03,P017_S03,longlive,P017,3,object_vehicle,easy,object_vehicle_1,red,red,1,0.04361522197723389,red,1,29.610310792922974,18.58592939376831,19.919921875,a9f08764d4a01ecc7d5db45501c39358cdc83d6318a37c9dacfa9e768647d383
longlive_P018_S00,P018_S00,longlive,P018,0,object_vehicle,medium,object_vehicle_0,blue,blue,1,0.03102770447731018,blue,1,29.869847059249878,18.58592939376831,19.919921875,bd3efc364f1241ac1b90d5af0123f6e551ff8ebbd77aa1da170d4a0760d3be15
longlive_P018_S01,P018_S01,longlive,P018,1,object_vehicle,medium,object_vehicle_0,blue,blue,1,0.035386741161346436,blue,1,30.07828664779663,18.58592939376831,19.919921875,b3ca489f06eac7e39a57daec06a640e5e25f122b161bf46421e5f4169c1b7686
longlive_P018_S02,P018_S02,longlive,P018,2,object_vehicle,medium,object_vehicle_0,blue,blue,1,0.030726075172424316,blue,1,30.062323808670044,18.58592939376831,19.919921875,984d76cb81de47401cd5d33ebf6869cbf6c55fa6f73bae52826913d1c4caaa52
longlive_P018_S03,P018_S03,longlive,P018,3,object_vehicle,medium,object_vehicle_0,blue,blue,1,0.041406989097595215,blue,1,29.796691417694092,18.58592939376831,19.919921875,d1e7c5ae586f9cbbbbb3db262c39e9e079f0b30af1ec6aa1e4f70bec7d7232f6
longlive_P019_S00,P019_S00,longlive,P019,0,object_vehicle,medium,object_vehicle_1,red,red,1,0.04441630840301514,red,1,29.766542673110962,18.58592939376831,19.919921875,875c9785e8cc04ddd235d4a9011b7ea0af79af275e4b8bbcca37e5b2e70c832c
longlive_P019_S01,P019_S01,longlive,P019,1,object_vehicle,medium,object_vehicle_1,red,red,1,0.03733542561531067,red,1,29.65715217590332,18.58592939376831,19.919921875,1baa21c57b8660aca166d21f1b34f002457d333aebf48440cfe05e435cb95ffc
longlive_P019_S02,P019_S02,longlive,P019,2,object_vehicle,medium,object_vehicle_1,red,red,1,0.04008588194847107,red,1,29.97883439064026,18.58592939376831,19.919921875,fff3c3d5eda88f9477e3ff6669746603d32dce16df38c3de9abdd60679001648
longlive_P019_S03,P019_S03,longlive,P019,3,object_vehicle,medium,object_vehicle_1,red,red,1,0.03836289048194885,red,1,29.827909231185913,18.58592939376831,19.919921875,eef2f06540c8f288332c0936078b198712701f6d72402d830cd536dc7918f951
longlive_P020_S00,P020_S00,longlive,P020,0,object_vehicle,stress,object_vehicle_0,blue,blue,1,0.03211870789527893,blue,1,29.884887218475342,18.58592939376831,19.919921875,a53309af84bc793e65b593c95f93e4a32998f2da35f4e21666bda7e56cd4f957
longlive_P020_S01,P020_S01,longlive,P020,1,object_vehicle,stress,object_vehicle_0,blue,blue,1,0.030486658215522766,blue,1,29.883814096450806,18.58592939376831,19.919921875,1b8b932acf75fe04f0e9cfd629626b29ef6ab99b70ab16d5442c5427552527fc
longlive_P020_S02,P020_S02,longlive,P020,2,object_vehicle,stress,object_vehicle_0,blue,blue,1,0.02101120352745056,blue,1,29.83268713951111,18.58592939376831,19.919921875,0938660adc02f7ba24130b26dd5c3392b903e4b15a044d9a31b333ea89c14ec1
longlive_P020_S03,P020_S03,longlive,P020,3,object_vehicle,stress,object_vehicle_0,blue,blue,1,0.03006771206855774,blue,1,29.888932704925537,18.58592939376831,19.919921875,99fa4a10b8928c00a99f9e3fb0c2d5f253f7906a34cbe1416fe0e74813063655
